batch_id,source_system,target_system,period,start_time,end_time,record_count,total_amount,status,error_message
COMM_202504_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-04,2025-04-28 21:00:00,2025-04-28 21:08:00,4,21221916.3,SUCCESS,
COMM_202504_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-04,2025-04-28 21:00:00,2025-04-28 21:08:00,4,37138353.53,SUCCESS,
COMM_202504_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-04,2025-04-28 21:00:00,2025-04-28 21:08:00,4,23874655.84,SUCCESS,
COMM_202505_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,46252894.51,SUCCESS,
COMM_202505_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,57816118.13,SUCCESS,
COMM_202505_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,37580476.79,SUCCESS,
COMM_202505_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,31798864.97,SUCCESS,
COMM_202505_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,26017253.16,SUCCESS,
COMM_202505_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,23126447.25,SUCCESS,
COMM_202505_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,40471282.69,SUCCESS,
COMM_202505_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-05,2025-05-28 21:00:00,2025-05-28 21:08:00,4,26017253.16,SUCCESS,
COMM_202506_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,44076287.7,SUCCESS,
COMM_202506_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,55095359.63,SUCCESS,
COMM_202506_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,35811983.76,SUCCESS,
COMM_202506_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,30302447.8,SUCCESS,
COMM_202506_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,24792911.83,SUCCESS,
COMM_202506_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,22038143.85,SUCCESS,
COMM_202506_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,38566751.74,SUCCESS,
COMM_202506_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-06,2025-06-28 21:00:00,2025-06-28 21:08:00,4,24792911.83,SUCCESS,
COMM_202507_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,41355529.2,SUCCESS,
COMM_202507_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,51694411.51,SUCCESS,
COMM_202507_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,33601367.48,SUCCESS,
COMM_202507_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,28431926.33,SUCCESS,
COMM_202507_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,23262485.18,SUCCESS,
COMM_202507_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,20677764.6,SUCCESS,
COMM_202507_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,36186088.05,SUCCESS,
COMM_202507_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-07,2025-07-28 21:00:00,2025-07-28 21:08:00,4,23262485.18,SUCCESS,
COMM_202508_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,42987984.3,SUCCESS,
COMM_202508_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,53734980.38,SUCCESS,
COMM_202508_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,34927737.25,SUCCESS,
COMM_202508_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,29554239.21,SUCCESS,
COMM_202508_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,24180741.17,SUCCESS,
COMM_202508_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,21493992.15,SUCCESS,
COMM_202508_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,37614486.27,SUCCESS,
COMM_202508_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-08,2025-08-28 21:00:00,2025-08-28 21:08:00,4,24180741.17,SUCCESS,
COMM_202509_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,49517804.71,SUCCESS,
COMM_202509_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,61897255.88,SUCCESS,
COMM_202509_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,40233216.32,SUCCESS,
COMM_202509_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,34043490.73,SUCCESS,
COMM_202509_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,27853765.15,SUCCESS,
COMM_202509_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,24758902.35,SUCCESS,
COMM_202509_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,43328079.12,SUCCESS,
COMM_202509_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-09,2025-09-28 21:00:00,2025-09-28 21:08:00,4,27853765.15,SUCCESS,
COMM_202510_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,46797046.21,SUCCESS,
COMM_202510_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,58496307.76,SUCCESS,
COMM_202510_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,38022600.04,SUCCESS,
COMM_202510_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,32172969.27,SUCCESS,
COMM_202510_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,26323338.49,SUCCESS,
COMM_202510_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,23398523.1,SUCCESS,
COMM_202510_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,40947415.43,SUCCESS,
COMM_202510_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-10,2025-10-28 21:00:00,2025-10-28 21:08:00,4,26323338.49,SUCCESS,
COMM_202511_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,53326866.61,SUCCESS,
COMM_202511_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,66658583.26,SUCCESS,
COMM_202511_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,43328079.12,SUCCESS,
COMM_202511_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,36662220.79,SUCCESS,
COMM_202511_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,29996362.47,SUCCESS,
COMM_202511_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,26663433.3,SUCCESS,
COMM_202511_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,46661008.28,SUCCESS,
COMM_202511_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-11,2025-11-28 21:00:00,2025-11-28 21:08:00,4,29996362.47,SUCCESS,
COMM_202512_B001,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,57680080.21,SUCCESS,
COMM_202512_B002,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,72100100.26,SUCCESS,
COMM_202512_B003,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,46865065.17,SUCCESS,
COMM_202512_B004,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,39655055.14,SUCCESS,
COMM_202512_B005,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,32445045.12,SUCCESS,
COMM_202512_B006,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,28840040.1,SUCCESS,
COMM_202512_B007,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,50470070.18,SUCCESS,
COMM_202512_B008,COMMISSION_SYSTEM,REVENUE_SUBLEDGER,2025-12,2025-12-28 21:00:00,2025-12-28 21:08:00,4,32445045.12,SUCCESS,
ALLOC_202501_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,2694958.39,SUCCESS,
ALLOC_202501_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,394211.1,SUCCESS,
ALLOC_202501_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,9024485.12,SUCCESS,
ALLOC_202501_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,6918302.59,SUCCESS,
ALLOC_202501_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,7451300.86,SUCCESS,
ALLOC_202501_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,13642203.51,SUCCESS,
ALLOC_202501_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,5941099.76,SUCCESS,
ALLOC_202501_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,11996558.09,SUCCESS,
ALLOC_202501_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,12279194.26,SUCCESS,
ALLOC_202501_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-01,2025-01-28 22:00:00,2025-01-28 22:05:00,8,4236658.51,SUCCESS,
ALLOC_202502_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,16292832.84,SUCCESS,
ALLOC_202502_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,3430941.39,SUCCESS,
ALLOC_202502_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,1175428.77,SUCCESS,
ALLOC_202502_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,3941878.33,SUCCESS,
ALLOC_202502_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,11834780.62,SUCCESS,
ALLOC_202502_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,7288477.77,SUCCESS,
ALLOC_202502_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,10713770.69,SUCCESS,
ALLOC_202502_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,8704214.68,SUCCESS,
ALLOC_202502_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,307366.98,SUCCESS,
ALLOC_202502_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-02,2025-02-28 22:00:00,2025-02-28 22:05:00,8,2716242.1,SUCCESS,
ALLOC_202503_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,473096.98,SUCCESS,
ALLOC_202503_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,14367976.3,SUCCESS,
ALLOC_202503_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,5266861.32,SUCCESS,
ALLOC_202503_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,3936377.56,SUCCESS,
ALLOC_202503_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,3397499.25,SUCCESS,
ALLOC_202503_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,7249688.3,SUCCESS,
ALLOC_202503_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,9344344.93,SUCCESS,
ALLOC_202503_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,14049665.56,SUCCESS,
ALLOC_202503_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,6967746.89,SUCCESS,
ALLOC_202503_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-03,2025-03-28 22:00:00,2025-03-28 22:05:00,8,18720382.93,SUCCESS,
ALLOC_202504_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,1347705.22,SUCCESS,
ALLOC_202504_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,10827041.27,SUCCESS,
ALLOC_202504_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,8585939.86,SUCCESS,
ALLOC_202504_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,16580334.43,SUCCESS,
ALLOC_202504_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,17096162.19,SUCCESS,
ALLOC_202504_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,750841.31,SUCCESS,
ALLOC_202504_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,1240686.07,SUCCESS,
ALLOC_202504_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,17553625.53,SUCCESS,
ALLOC_202504_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,135770.57,SUCCESS,
ALLOC_202504_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-04,2025-04-28 22:00:00,2025-04-28 22:05:00,8,5569014.54,SUCCESS,
ALLOC_202505_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,12293260.33,SUCCESS,
ALLOC_202505_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,4115751.51,SUCCESS,
ALLOC_202505_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,4809161.1,SUCCESS,
ALLOC_202505_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,3427207.48,SUCCESS,
ALLOC_202505_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,13206636.85,SUCCESS,
ALLOC_202505_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,26711999.37,SUCCESS,
ALLOC_202505_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,9483195.19,SUCCESS,
ALLOC_202505_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,3663534.93,SUCCESS,
ALLOC_202505_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,8317265.5,SUCCESS,
ALLOC_202505_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-05,2025-05-28 22:00:00,2025-05-28 22:05:00,8,810517.03,SUCCESS,
ALLOC_202506_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,6499230.67,SUCCESS,
ALLOC_202506_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,3030931.29,SUCCESS,
ALLOC_202506_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,5736733.4,WARNING,分摊比例不为100%或分摊因子缺失
ALLOC_202506_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,14592619.07,SUCCESS,
ALLOC_202506_05,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,13145293.31,SUCCESS,
ALLOC_202506_06,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,1654351.84,SUCCESS,
ALLOC_202506_07,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,3260408.42,SUCCESS,
ALLOC_202506_08,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,10407090.14,SUCCESS,
ALLOC_202506_09,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,20970569.74,SUCCESS,
ALLOC_202506_10,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-06,2025-06-28 22:00:00,2025-06-28 22:05:00,8,2955936.0,SUCCESS,
ALLOC_202507_01,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,4314247.18,SUCCESS,
ALLOC_202507_02,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,21499102.7,SUCCESS,
ALLOC_202507_03,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,2444526.92,SUCCESS,
ALLOC_202507_04,ALLOCATION_ENGINE,MANAGEMENT_LEDGER,2025-07,2025-07-28 22:00:00,2025-07-28 22:05:00,8,26893.52,SUCCESS,
