journal_id,journal_line_id,period,posting_date,source_system,source_doc_id,batch_id,company_code,branch_id,biz_line_id,account_code,account_name,dr_cr,amount,currency,description,posting_status
JV0000016,JV0000016-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000016,COMM_202501_B004,CJSC_SYNTH,B004,BROKERAGE,1122,应收账款,DR,4659521.61,CNY,经纪佣金收入应收确认,POSTED
JV0000016,JV0000016-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000016,COMM_202501_B004,CJSC_SYNTH,B004,BROKERAGE,6021,手续费及佣金收入,CR,4659521.61,CNY,经纪佣金收入入账,POSTED
JV0000017,JV0000017-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000017,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,9768955.04,CNY,经纪佣金收入应收确认,POSTED
JV0000017,JV0000017-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000017,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,9768955.04,CNY,经纪佣金收入入账,POSTED
JV0000018,JV0000018-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000018,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,7248094.56,CNY,经纪佣金收入应收确认,POSTED
JV0000018,JV0000018-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000018,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,7248094.56,CNY,经纪佣金收入入账,POSTED
JV0000019,JV0000019-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000019,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,1843708.7,CNY,经纪佣金收入应收确认,POSTED
JV0000019,JV0000019-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000019,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,1843708.7,CNY,经纪佣金收入入账,POSTED
JV0000020,JV0000020-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000020,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,3483470.9,CNY,经纪佣金收入应收确认,POSTED
JV0000020,JV0000020-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000020,COMM_202501_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,3483470.9,CNY,经纪佣金收入入账,POSTED
JV0000021,JV0000021-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000021,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,2104414.38,CNY,经纪佣金收入应收确认,POSTED
JV0000021,JV0000021-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000021,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,2104414.38,CNY,经纪佣金收入入账,POSTED
JV0000022,JV0000022-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000022,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,10710092.63,CNY,经纪佣金收入应收确认,POSTED
JV0000022,JV0000022-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000022,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,10710092.63,CNY,经纪佣金收入入账,POSTED
JV0000023,JV0000023-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000023,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,6098051.6,CNY,经纪佣金收入应收确认,POSTED
JV0000023,JV0000023-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000023,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,6098051.6,CNY,经纪佣金收入入账,POSTED
JV0000024,JV0000024-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000024,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,948978.45,CNY,经纪佣金收入应收确认,POSTED
JV0000024,JV0000024-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000024,COMM_202501_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,948978.45,CNY,经纪佣金收入入账,POSTED
JV0000025,JV0000025-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000025,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,1122,应收账款,DR,570887.41,CNY,经纪佣金收入应收确认,POSTED
JV0000025,JV0000025-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000025,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,6021,手续费及佣金收入,CR,570887.41,CNY,经纪佣金收入入账,POSTED
JV0000026,JV0000026-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000026,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,1122,应收账款,DR,12319488.02,CNY,经纪佣金收入应收确认,POSTED
JV0000026,JV0000026-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000026,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,6021,手续费及佣金收入,CR,12319488.02,CNY,经纪佣金收入入账,POSTED
JV0000027,JV0000027-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000027,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,1122,应收账款,DR,15308503.69,CNY,经纪佣金收入应收确认,POSTED
JV0000027,JV0000027-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000027,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,6021,手续费及佣金收入,CR,15308503.69,CNY,经纪佣金收入入账,POSTED
JV0000028,JV0000028-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000028,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,1122,应收账款,DR,6558810.72,CNY,经纪佣金收入应收确认,POSTED
JV0000028,JV0000028-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000028,COMM_202501_B007,CJSC_SYNTH,B007,BROKERAGE,6021,手续费及佣金收入,CR,6558810.72,CNY,经纪佣金收入入账,POSTED
JV0000029,JV0000029-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000029,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,1122,应收账款,DR,8053023.92,CNY,经纪佣金收入应收确认,POSTED
JV0000029,JV0000029-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000029,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,6021,手续费及佣金收入,CR,8053023.92,CNY,经纪佣金收入入账,POSTED
JV0000030,JV0000030-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000030,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,1122,应收账款,DR,3045207.57,CNY,经纪佣金收入应收确认,POSTED
JV0000030,JV0000030-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000030,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,6021,手续费及佣金收入,CR,3045207.57,CNY,经纪佣金收入入账,POSTED
JV0000031,JV0000031-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000031,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,1122,应收账款,DR,7472084.13,CNY,经纪佣金收入应收确认,POSTED
JV0000031,JV0000031-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000031,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,6021,手续费及佣金收入,CR,7472084.13,CNY,经纪佣金收入入账,POSTED
JV0000032,JV0000032-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000032,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,1122,应收账款,DR,3773913.56,CNY,经纪佣金收入应收确认,POSTED
JV0000032,JV0000032-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000032,COMM_202501_B008,CJSC_SYNTH,B008,BROKERAGE,6021,手续费及佣金收入,CR,3773913.56,CNY,经纪佣金收入入账,POSTED
JV0000033,JV0000033-001,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000033,WEALTH_202501,CJSC_SYNTH,B005,WEALTH,1122,应收账款,DR,3001769.95,CNY,财富管理代销收入入账,POSTED
JV0000033,JV0000033-002,2025-01,2025-01-28,REVENUE_SUBLEDGER,SL0000033,WEALTH_202501,CJSC_SYNTH,B005,WEALTH,6022,财富管理代销收入,CR,3001769.95,CNY,财富管理代销收入入账,POSTED
JV0000034,JV0000034-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000034,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,1122,应收账款,DR,4717060.06,CNY,经纪佣金收入应收确认,POSTED
JV0000034,JV0000034-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000034,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,6021,手续费及佣金收入,CR,4717060.06,CNY,经纪佣金收入入账,POSTED
JV0000035,JV0000035-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000035,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,1122,应收账款,DR,19627389.69,CNY,经纪佣金收入应收确认,POSTED
JV0000035,JV0000035-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000035,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,6021,手续费及佣金收入,CR,19627389.69,CNY,经纪佣金收入入账,POSTED
JV0000036,JV0000036-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000036,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,1122,应收账款,DR,1568663.69,CNY,经纪佣金收入应收确认,POSTED
JV0000036,JV0000036-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000036,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,6021,手续费及佣金收入,CR,1568663.69,CNY,经纪佣金收入入账,POSTED
JV0000037,JV0000037-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000037,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,1122,应收账款,DR,9456747.07,CNY,经纪佣金收入应收确认,POSTED
JV0000037,JV0000037-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000037,COMM_202502_B001,CJSC_SYNTH,B001,BROKERAGE,6021,手续费及佣金收入,CR,9456747.07,CNY,经纪佣金收入入账,POSTED
JV0000038,JV0000038-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000038,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,1122,应收账款,DR,8156793.03,CNY,经纪佣金收入应收确认,POSTED
JV0000038,JV0000038-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000038,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,6021,手续费及佣金收入,CR,8156793.03,CNY,经纪佣金收入入账,POSTED
JV0000039,JV0000039-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000039,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,1122,应收账款,DR,13940036.19,CNY,经纪佣金收入应收确认,POSTED
JV0000039,JV0000039-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000039,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,6021,手续费及佣金收入,CR,13940036.19,CNY,经纪佣金收入入账,POSTED
JV0000040,JV0000040-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000040,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,1122,应收账款,DR,3697386.1,CNY,经纪佣金收入应收确认,POSTED
JV0000040,JV0000040-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000040,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,6021,手续费及佣金收入,CR,3697386.1,CNY,经纪佣金收入入账,POSTED
JV0000041,JV0000041-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000041,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,1122,应收账款,DR,18418110.31,CNY,经纪佣金收入应收确认,POSTED
JV0000041,JV0000041-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000041,COMM_202502_B002,CJSC_SYNTH,B002,BROKERAGE,6021,手续费及佣金收入,CR,18418110.31,CNY,经纪佣金收入入账,POSTED
JV0000042,JV0000042-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000042,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,1122,应收账款,DR,18481797.22,CNY,经纪佣金收入应收确认,POSTED
JV0000042,JV0000042-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000042,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,6021,手续费及佣金收入,CR,18481797.22,CNY,经纪佣金收入入账,POSTED
JV0000043,JV0000043-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000043,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,1122,应收账款,DR,302961.04,CNY,经纪佣金收入应收确认,POSTED
JV0000043,JV0000043-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000043,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,6021,手续费及佣金收入,CR,302961.04,CNY,经纪佣金收入入账,POSTED
JV0000044,JV0000044-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000044,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,1122,应收账款,DR,5880928.51,CNY,经纪佣金收入应收确认,POSTED
JV0000044,JV0000044-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000044,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,6021,手续费及佣金收入,CR,5880928.51,CNY,经纪佣金收入入账,POSTED
JV0000045,JV0000045-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000045,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,1122,应收账款,DR,4072324.89,CNY,经纪佣金收入应收确认,POSTED
JV0000045,JV0000045-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000045,COMM_202502_B003,CJSC_SYNTH,B003,BROKERAGE,6021,手续费及佣金收入,CR,4072324.89,CNY,经纪佣金收入入账,POSTED
JV0000046,JV0000046-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000046,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,1122,应收账款,DR,7228438.45,CNY,经纪佣金收入应收确认,POSTED
JV0000046,JV0000046-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000046,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,6021,手续费及佣金收入,CR,7228438.45,CNY,经纪佣金收入入账,POSTED
JV0000047,JV0000047-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000047,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,1122,应收账款,DR,9146117.87,CNY,经纪佣金收入应收确认,POSTED
JV0000047,JV0000047-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000047,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,6021,手续费及佣金收入,CR,9146117.87,CNY,经纪佣金收入入账,POSTED
JV0000048,JV0000048-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000048,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,1122,应收账款,DR,7653071.34,CNY,经纪佣金收入应收确认,POSTED
JV0000048,JV0000048-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000048,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,6021,手续费及佣金收入,CR,7653071.34,CNY,经纪佣金收入入账,POSTED
JV0000049,JV0000049-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000049,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,1122,应收账款,DR,289151.44,CNY,经纪佣金收入应收确认,POSTED
JV0000049,JV0000049-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000049,COMM_202502_B004,CJSC_SYNTH,B004,BROKERAGE,6021,手续费及佣金收入,CR,289151.44,CNY,经纪佣金收入入账,POSTED
JV0000050,JV0000050-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000050,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,1443856.16,CNY,经纪佣金收入应收确认,POSTED
JV0000050,JV0000050-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000050,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,1443856.16,CNY,经纪佣金收入入账,POSTED
JV0000051,JV0000051-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000051,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,10911187.08,CNY,经纪佣金收入应收确认,POSTED
JV0000051,JV0000051-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000051,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,10911187.08,CNY,经纪佣金收入入账,POSTED
JV0000052,JV0000052-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000052,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,7033902.09,CNY,经纪佣金收入应收确认,POSTED
JV0000052,JV0000052-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000052,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,7033902.09,CNY,经纪佣金收入入账,POSTED
JV0000053,JV0000053-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000053,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,1122,应收账款,DR,506601.21,CNY,经纪佣金收入应收确认,POSTED
JV0000053,JV0000053-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000053,COMM_202502_B005,CJSC_SYNTH,B005,BROKERAGE,6021,手续费及佣金收入,CR,506601.21,CNY,经纪佣金收入入账,POSTED
JV0000054,JV0000054-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000054,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,9822698.88,CNY,经纪佣金收入应收确认,POSTED
JV0000054,JV0000054-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000054,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,9822698.88,CNY,经纪佣金收入入账,POSTED
JV0000055,JV0000055-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000055,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,4407643.79,CNY,经纪佣金收入应收确认,POSTED
JV0000055,JV0000055-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000055,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,4407643.79,CNY,经纪佣金收入入账,POSTED
JV0000056,JV0000056-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000056,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,1348137.66,CNY,经纪佣金收入应收确认,POSTED
JV0000056,JV0000056-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000056,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,1348137.66,CNY,经纪佣金收入入账,POSTED
JV0000057,JV0000057-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000057,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,1122,应收账款,DR,2106449.92,CNY,经纪佣金收入应收确认,POSTED
JV0000057,JV0000057-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000057,COMM_202502_B006,CJSC_SYNTH,B006,BROKERAGE,6021,手续费及佣金收入,CR,2106449.92,CNY,经纪佣金收入入账,POSTED
JV0000058,JV0000058-001,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000058,COMM_202502_B007,CJSC_SYNTH,B007,BROKERAGE,1122,应收账款,DR,2248825.91,CNY,经纪佣金收入应收确认,POSTED
JV0000058,JV0000058-002,2025-02,2025-02-28,REVENUE_SUBLEDGER,SL0000058,COMM_202502_B007,CJSC_SYNTH,B007,BROKERAGE,6021,手续费及佣金收入,CR,2248825.91,CNY,经纪佣金收入入账,POSTED
